sample_id,chart_id,chart_kind,question_type,operation,question,status,failure_stage,semantic_targets,detected_x_labels,selected_targets,y_axis_ticks,geometry_values,numeric_answer,reasoning,geometry_prediction,gold,tolerance,geometry_correct,raw_vlm_correct,fallback_correct
6860,1a2d67825b3a2950a645283aa13394230c19a4bd484365b9d3f9d1ed35a4181d,line,single_choice,direct,What is the approximate EV/EBITDA multiple in Jan-2017?,success,,"[""Jan-2017""]","[""Jan-17""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 17, ""median_residual"": 0.028176142235821544, ""side"": ""all"", ""slope"": 0.007038023401447668, ""target_y"": 209.92607670565476, ""x_max"": 78.0, ""x_min"": 62.0}], ""local_columns"": 17, ""local_fit_residual_pixels"": 0.028176142235821544, ""method"": ""auto_x_local_line_fit"", ""point"": [62.5, 209.92607670565476], ""score"": 0.9725959968546332, ""search_window"": [59.0, 78.0], ""target_x"": 62.5, ""target_y"": 209.92607670565476, ""window_half_width"": 14.879999999999999}]","[{""bbox"": [10.0, 30.0, 53.0, 54.0], ""confidence"": 0.9995900988578796, ""pixel_y"": 42.0, ""text"": ""20.0"", ""value"": 20.0}, {""bbox"": [10.0, 68.0, 53.0, 93.0], ""confidence"": 0.9995782375335693, ""pixel_y"": 80.5, ""text"": ""18.0"", ""value"": 18.0}, {""bbox"": [12.0, 105.0, 53.0, 130.0], ""confidence"": 0.994801938533783, ""pixel_y"": 117.5, ""text"": ""16.0"", ""value"": 16.0}, {""bbox"": [13.0, 144.0, 52.0, 165.0], ""confidence"": 0.9952006936073303, ""pixel_y"": 154.5, ""text"": ""14.0"", ""value"": 14.0}, {""bbox"": [12.0, 180.0, 53.0, 205.0], ""confidence"": 0.9192781510028908, ""pixel_y"": 192.5, ""text"": ""12.0"", ""value"": 12.0}, {""bbox"": [12.0, 218.0, 53.0, 242.0], ""confidence"": 0.7263054630444189, ""pixel_y"": 230.0, ""text"": ""10.0"", ""value"": 10.0}, {""bbox"": [20.0, 255.0, 53.0, 280.0], ""confidence"": 0.9998951106515205, ""pixel_y"": 267.5, ""text"": ""8.0"", ""value"": 8.0}, {""bbox"": [20.0, 292.0, 53.0, 317.0], ""confidence"": 0.9991445478804795, ""pixel_y"": 304.5, ""text"": ""6.0"", ""value"": 6.0}, {""bbox"": [20.0, 330.0, 51.0, 354.0], ""confidence"": 0.9772118926048279, ""pixel_y"": 342.0, ""text"": ""4.0"", ""value"": 4.0}]",[11.060686656032766],11.060686656032766,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 11.060686656032766, ""option_values"": [[""A"", 10.0, ""10.0x""], [""B"", 9.0, ""9.0x""], [""C"", 11.0, ""11.0x""], [""D"", 12.0, ""12.0x""]], ""selected_option"": ""C""}",C,B,,0,0,0
6938,48cbef7e3d685e0a58bdbf7530b9ce902c68fd9a88985d70fa940792af863486,line,single_choice,direct,What was the value of the one-year-forward P/E around February 2016?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,1,1
6941,e41877e9fd9da70dc11507540363b3cc54e1bec57bf352faa91990d50fbd409b,line,numerical,growth_rate,Calculate the approximate percentage increase in the stock price from July 2021 to January 2024.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,300,10.0,0,0,0
7057,431875768315bb2d2aad965758acb66452e3390f1421c4a513399f3853b13847,line,single_choice,direct,What was the approximate closing price of JD Health stock in January 2023?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,0,0
7190,a9cbe094f454ace29ee343ff5b222a1f2eb9f6053d9ca292ff03422cacd78f3b,line,numerical,growth_rate,Calculate the approximate percentage increase in the stock price from January 2023 to July 2023.,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,100,10.0,0,0,0
7316,6968773b2c8ce8b9e199c5330cd13f18fa623f01a013b8f1e815aff3442db849,line,single_choice,direct,What was the gross margin for Glenmark Life Sciences in 1QFY20?,line_localization_failed,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,1,1
7430,8102220c508d15f33e3a0b1e425eaa65e778634d2fd27b373f600cc6f7cfd986,line,single_choice,direct,What is the percentage of domestic brands in 2021?,success,,"[""2021""]","[""2021""]","[{""both_sides"": 0, ""chart_type"": ""line"", ""fit_mode"": ""global_robust"", ""fitted_segments"": [{""inlier_count"": 56, ""median_residual"": 0.04439487905654005, ""side"": ""all"", ""slope"": -0.0031201815453295177, ""target_y"": 547.1209747428459, ""x_max"": 320.0, ""x_min"": 264.0}], ""local_columns"": 57, ""local_fit_residual_pixels"": 0.04439487905654005, ""method"": ""auto_x_local_line_fit"", ""point"": [263.0, 547.1209747428459], ""score"": 0.9574922474757398, ""search_window"": [206.0, 320.0], ""target_x"": 263.0, ""target_y"": 547.1209747428459, ""window_half_width"": 56.32}]","[{""bbox"": [26.0, 28.0, 104.0, 61.0], ""confidence"": 0.9610688090324402, ""pixel_y"": 44.5, ""text"": ""100%"", ""value"": 100.0}, {""bbox"": [41.0, 82.0, 104.0, 115.0], ""confidence"": 0.808826064188174, ""pixel_y"": 98.5, ""text"": ""90%"", ""value"": 90.0}, {""bbox"": [41.0, 137.0, 104.0, 170.0], ""confidence"": 0.8531507427039576, ""pixel_y"": 153.5, ""text"": ""80%"", ""value"": 80.0}, {""bbox"": [41.0, 189.0, 105.0, 225.0], ""confidence"": 0.6357671863063503, ""pixel_y"": 207.0, ""text"": ""70%"", ""value"": 70.0}, {""bbox"": [40.0, 243.0, 105.0, 279.0], ""confidence"": 0.97954439882869, ""pixel_y"": 261.0, ""text"": ""60%"", ""value"": 60.0}, {""bbox"": [40.0, 297.0, 105.0, 334.0], ""confidence"": 0.48832634713236744, ""pixel_y"": 315.5, ""text"": ""50%"", ""value"": 50.0}, {""bbox"": [41.0, 353.0, 104.0, 386.0], ""confidence"": 0.9945838868345634, ""pixel_y"": 369.5, ""text"": ""40%"", ""value"": 40.0}, {""bbox"": [41.0, 407.0, 104.0, 440.0], ""confidence"": 0.8975971585570479, ""pixel_y"": 423.5, ""text"": ""30%"", ""value"": 30.0}, {""bbox"": [41.0, 462.0, 104.0, 494.0], ""confidence"": 0.984925865277422, ""pixel_y"": 478.0, ""text"": ""20%"", ""value"": 20.0}, {""bbox"": [42.0, 516.0, 104.0, 549.0], ""confidence"": 0.9455257366982478, ""pixel_y"": 532.5, ""text"": ""10%"", ""value"": 10.0}, {""bbox"": [54.0, 568.0, 105.0, 604.0], ""confidence"": 0.639692746979907, ""pixel_y"": 586.0, ""text"": ""0%"", ""value"": 0.0}]",[7.2237237128698695],7.2237237128698695,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 7.2237237128698695, ""option_values"": [[""A"", 40.0, ""40%""], [""B"", 30.0, ""30%""], [""C"", 50.0, ""50%""], [""D"", 20.0, ""20%""]], ""selected_option"": ""D""}",D,C,,0,0,0
7632,cf554150b04d5273a3e6de9172bc92c77cf0660b196f98c6450da2354693b086,bar,single_choice,direct,What percentage of VF+LAP+HL loans were from the East region in FY18?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
7764,316baa2b9f8230f51f337a448e8560f617c37db925897fd067d41f1203d446d3,line,numerical,difference,What is the difference in CPO production between Jul-23 and Jan-24?,success,,"[""Jul-23"", ""Jan-24""]","[""Jul-23"", ""Jan-24""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 85, ""median_residual"": 0.00992011731545972, ""side"": ""all"", ""slope"": -0.00011292813925854653, ""target_y"": 520.9926772298875, ""x_max"": 887.0, ""x_min"": 773.0}, {""inlier_count"": 47, ""median_residual"": 0.0020365839421288, ""side"": ""left"", ""slope"": 0.00011008561849235232, ""target_y"": 521.0024058493991, ""x_max"": 830.0, ""x_min"": 773.0}, {""inlier_count"": 58, ""median_residual"": 0.38846633736335434, ""side"": ""right"", ""slope"": 0.010349346363804607, ""target_y"": 520.3993720621786, ""x_max"": 887.0, ""x_min"": 830.0}], ""local_columns"": 115, ""local_fit_residual_pixels"": 0.0020365839421288, ""method"": ""auto_x_local_line_fit"", ""point"": [830.0, 520.7008889557889], ""score"": 0.9979675553021062, ""search_window"": [773.0, 887.0], ""target_x"": 830.0, ""target_y"": 520.7008889557889, ""window_half_width"": 56.32}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 92, ""median_residual"": 0.48035328563378243, ""side"": ""all"", ""slope"": 0.0036164435500583673, ""target_y"": 520.6733455652437, ""x_max"": 1002.0, ""x_min"": 911.0}, {""inlier_count"": 58, ""median_residual"": 0.2892011634566529, ""side"": ""left"", ""slope"": -0.019163530594852114, ""target_y"": 519.8982872895117, ""x_max"": 968.0, ""x_min"": 911.0}, {""inlier_count"": 34, ""median_residual"": 0.15012534309903458, ""side"": ""right"", ""slope"": 0.017221834354900153, ""target_y"": 520.5915471415775, ""x_max"": 1002.0, ""x_min"": 968.0}], ""local_columns"": 92, ""local_fit_residual_pixels"": 0.15012534309903458, ""method"": ""auto_x_local_line_fit"", ""point"": [968.0, 520.2449172155445], ""score"": 0.869470450329771, ""search_window"": [911.0, 1008.0], ""target_x"": 968.0, ""target_y"": 520.2449172155445, ""window_half_width"": 56.32}]","[{""bbox"": [14.0, 41.0, 105.0, 83.0], ""confidence"": 0.6651450421096222, ""pixel_y"": 62.0, ""text"": ""1,800"", ""value"": 1800.0}, {""bbox"": [14.0, 107.0, 107.0, 150.0], ""confidence"": 0.5835924160276096, ""pixel_y"": 128.5, ""text"": ""1,600"", ""value"": 1600.0}, {""bbox"": [14.0, 173.0, 105.0, 214.0], ""confidence"": 0.9999892842782089, ""pixel_y"": 193.5, ""text"": ""1,400"", ""value"": 1400.0}, {""bbox"": [14.0, 238.0, 105.0, 279.0], ""confidence"": 0.9999761161836157, ""pixel_y"": 258.5, ""text"": ""1,200"", ""value"": 1200.0}, {""bbox"": [14.0, 304.0, 107.0, 347.0], ""confidence"": 0.9998812199979052, ""pixel_y"": 325.5, ""text"": ""1,000"", ""value"": 1000.0}, {""bbox"": [38.0, 369.0, 107.0, 409.0], ""confidence"": 0.9997386740930774, ""pixel_y"": 389.0, ""text"": ""800"", ""value"": 800.0}, {""bbox"": [38.0, 435.0, 105.0, 473.0], ""confidence"": 0.9999424620908892, ""pixel_y"": 454.0, ""text"": ""600"", ""value"": 600.0}, {""bbox"": [40.0, 501.0, 105.0, 539.0], ""confidence"": 0.9999659314476219, ""pixel_y"": 520.0, ""text"": ""400"", ""value"": 400.0}]","[397.8678832642943, 399.26394196750994]",1.3960587032156582,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 1.3960587032156582}",1.3960587032156582,300,10.0,0,0,0
7861,f9ff593a9e65302d901aaf42a2d755a9a9cd57e07c13dd088464c73b7d0b84b2,bar,single_choice,direct,What was the approximate number of server units sold in 2019 according to the chart?,direct_data_value_or_numeric_annotation_present,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
7932,58b0dd580576c142c6f34bb2154f754a456f8005999ea5cbb2730447ca9e61b1,bar,single_choice,direct,What was the percentage of Tier I capital in FY18?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
8158,c0a679bdb903b570c5dc0906adce2537fb92149ef120419e705d55854523dc0b,line,numerical,direct,"In 2018, what was the approximate percentage below the LTA for 'Defense and capital goods' stocks?",x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,5,2.0,0,0,0
8174,35177d72213c11522774d7596c4ea59583714d4eb6dea6f9c1c7d0b8ec0b6b6a,line,single_choice,direct,"According to the supporting information, what is the expected EPS multiple for 2024?",x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,0,0
8245,7d7816822ffd8144f118baa6fac1e41c5ab0457e7bd056962be9c48d59666096,line,numerical,growth_rate,What was the approximate percentage increase of the global chip market per person from 2000 to 2010?,success,,"[""2000"", ""2010""]","[""2000"", ""2010""]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 19, ""median_residual"": 0.013144993203468402, ""side"": ""all"", ""slope"": 0.0004385473479477499, ""target_y"": 839.4868550067965, ""x_max"": 527.0, ""x_min"": 509.0}, {""inlier_count"": 10, ""median_residual"": 0.04139461908624753, ""side"": ""left"", ""slope"": -0.016557847634510646, ""target_y"": 839.3864807073484, ""x_max"": 518.0, ""x_min"": 509.0}, {""inlier_count"": 10, ""median_residual"": 2.2737367544323206e-13, ""side"": ""right"", ""slope"": -7.329276522179914e-15, ""target_y"": 839.4999999999998, ""x_max"": 527.0, ""x_min"": 518.0}], ""local_columns"": 19, ""local_fit_residual_pixels"": 2.2737367544323206e-13, ""method"": ""auto_x_local_line_fit"", ""point"": [518.0, 839.4432403536741], ""score"": 0.9999999999997726, ""search_window"": [509.0, 527.0], ""target_x"": 518.0, ""target_y"": 839.4432403536741, ""window_half_width"": 9.0}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 115, ""median_residual"": 0.001997601460857368, ""side"": ""all"", ""slope"": 1.8127432554071502e-06, ""target_y"": 839.4980023985391, ""x_max"": 723.0, ""x_min"": 609.0}, {""inlier_count"": 58, ""median_residual"": 0.0064002193178112066, ""side"": ""left"", ""slope"": -0.0004413944357139761, ""target_y"": 839.4829217684925, ""x_max"": 666.0, ""x_min"": 609.0}, {""inlier_count"": 58, ""median_residual"": 1.1368683772161603e-13, ""side"": ""right"", ""slope"": -7.039744798056007e-15, ""target_y"": 839.5000000000001, ""x_max"": 723.0, ""x_min"": 666.0}], ""local_columns"": 115, ""local_fit_residual_pixels"": 1.1368683772161603e-13, ""method"": ""auto_x_local_line_fit"", ""point"": [666.0, 839.4914608842463], ""score"": 0.9999999999998863, ""search_window"": [609.0, 723.0], ""target_x"": 666.0, ""target_y"": 839.4914608842463, ""window_half_width"": 56.32}]","[{""bbox"": [22.0, 90.0, 58.0, 118.0], ""confidence"": 0.9999545659996133, ""pixel_y"": 104.0, ""text"": ""80"", ""value"": 80.0}, {""bbox"": [23.0, 182.0, 58.0, 210.0], ""confidence"": 0.9999789266407801, ""pixel_y"": 196.0, ""text"": ""70"", ""value"": 70.0}, {""bbox"": [23.0, 274.0, 58.0, 301.0], ""confidence"": 0.999966198394819, ""pixel_y"": 287.5, ""text"": ""60"", ""value"": 60.0}, {""bbox"": [23.0, 366.0, 58.0, 392.0], ""confidence"": 0.999928519693208, ""pixel_y"": 379.0, ""text"": ""50"", ""value"": 50.0}, {""bbox"": [23.0, 458.0, 58.0, 485.0], ""confidence"": 0.9999947737947846, ""pixel_y"": 471.5, ""text"": ""40"", ""value"": 40.0}, {""bbox"": [23.0, 550.0, 58.0, 576.0], ""confidence"": 0.9999979769518709, ""pixel_y"": 563.0, ""text"": ""30"", ""value"": 30.0}, {""bbox"": [23.0, 642.0, 58.0, 669.0], ""confidence"": 0.9999838999418298, ""pixel_y"": 655.5, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [23.0, 734.0, 58.0, 760.0], ""confidence"": 0.9999964596665606, ""pixel_y"": 747.0, ""text"": ""10"", ""value"": 10.0}, {""bbox"": [34.0, 826.0, 58.0, 851.0], ""confidence"": 0.9999845028523993, ""pixel_y"": 838.5, ""text"": ""0"", ""value"": 0.0}]","[-0.07723835880683794, -0.08248827373896006]",-6.797030663548158,"{""executor"": ""python"", ""formula"": ""growth_rate"", ""numeric_answer"": -6.797030663548158}",-6.797030663548158,7.5,2.0,0,0,0
8316,c755edd131b7a17c44b6123aae17334617484b877695651a95d5f4822ff82f69,bar,single_choice,direct,What is the percentage contribution of 'Projects' in FY14?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,A,,0,1,1
8336,431875768315bb2d2aad965758acb66452e3390f1421c4a513399f3853b13847,line,numerical,growth_rate,What is the percentage change in stock price from January 2023 to January 2024?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,-28.57,3.0,0,0,0
8379,0d760b973d51badc4fd69b9d385e2d1d35e5488e80e03ae910d80641fea14650,bar,numerical,direct,Calculate the overall percentage of sales from Malaysia in 4Q23.,semantic_target_not_found,semantic_targeting,[],[],[],[],[],,{},,26.7,3.0,0,0,0
8401,5adcc52d12a76950b0ef7a7e916430cc2266f803e3c1ea00b50d523b142a8626,line,single_choice,direct,What was the approximate sales value in BRL million for FY16?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,C,,0,1,1
8411,af89c01bec689465fdefc6216ddda257a0fb081715c2d1d5826d134e3f4ee377,bar,single_choice,direct,What is the revenue of LGU in 2023 as shown in the chart?,bar_count_out_of_scope,bar_chart_analysis,[],[],[],[],[],,{},,B,,0,1,1
8529,464391b618b4e6e29b439d7c8a52e0982b3a25ea1024cafbd221fec22f9217c8,line,numerical,difference,By how much did the stock price increase from January 2023 to February 2024?,x_grounding_unrecoverable | x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,5.5,1.0,0,0,0
8581,fac72504a34fc2bf05291c958dd4b6d90a6470a327c60472c2fde438c28917ce,line,single_choice,direct,What was the year-on-year growth percentage in 3Q21?,success,,"[""3Q21""]",[null],"[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""global_robust_side_disagreement"", ""fitted_segments"": [{""inlier_count"": 59, ""median_residual"": 4.349048249146051, ""side"": ""all"", ""slope"": -1.8756607986825908, ""target_y"": 464.08349576073454, ""x_max"": 381.0, ""x_min"": 304.0}], ""local_columns"": 78, ""local_fit_residual_pixels"": 4.349048249146051, ""method"": ""auto_x_local_line_fit"", ""point"": [324.0, 464.08349576073454], ""score"": 0.18694914560915488, ""search_window"": [267.0, 381.0], ""target_x"": 324.0, ""target_y"": 464.08349576073454, ""window_half_width"": 56.32}]","[{""bbox"": [29.0, 30.0, 78.0, 68.0], ""confidence"": 0.9999991570631338, ""pixel_y"": 49.0, ""text"": ""94"", ""value"": 94.0}, {""bbox"": [30.0, 96.0, 78.0, 134.0], ""confidence"": 0.9999992413568111, ""pixel_y"": 115.0, ""text"": ""92"", ""value"": 92.0}, {""bbox"": [30.0, 160.0, 78.0, 198.0], ""confidence"": 0.9999334929208298, ""pixel_y"": 179.0, ""text"": ""90"", ""value"": 90.0}, {""bbox"": [30.0, 225.0, 78.0, 262.0], ""confidence"": 0.9999961224921389, ""pixel_y"": 243.5, ""text"": ""88"", ""value"": 88.0}, {""bbox"": [30.0, 289.0, 78.0, 327.0], ""confidence"": 0.9999758920877662, ""pixel_y"": 308.0, ""text"": ""86"", ""value"": 86.0}, {""bbox"": [29.0, 353.0, 78.0, 391.0], ""confidence"": 1.0, ""pixel_y"": 372.0, ""text"": ""84"", ""value"": 84.0}, {""bbox"": [30.0, 417.0, 79.0, 457.0], ""confidence"": 0.9999997471189183, ""pixel_y"": 437.0, ""text"": ""82"", ""value"": 82.0}, {""bbox"": [30.0, 483.0, 78.0, 521.0], ""confidence"": 0.9999887046632835, ""pixel_y"": 502.0, ""text"": ""80"", ""value"": 80.0}, {""bbox"": [32.0, 549.0, 78.0, 585.0], ""confidence"": 0.9999996628252286, ""pixel_y"": 567.0, ""text"": ""78"", ""value"": 78.0}, {""bbox"": [32.0, 613.0, 78.0, 651.0], ""confidence"": 0.9999955324369808, ""pixel_y"": 632.0, ""text"": ""76"", ""value"": 76.0}]",[81.17648745699778],81.17648745699778,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": 81.17648745699778, ""option_values"": [[""A"", 27.0, ""27%""], [""B"", 6.0, ""6%""], [""C"", -1.0, ""-1%""], [""D"", 13.0, ""13%""]], ""selected_option"": ""A""}",A,C,,0,1,0
8866,574d54e8f376d65508c359c3519721b1fece4ddbd4de32f5831e7dd79e41ba15,line,single_choice,direct,What is the closing price of Firstsource Solutions around January 2023?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,B,,0,0,0
8872,143a99a417ba27a8d5b470209c9547c65800a53ad1b2612b23db3057365da43d,line,single_choice,direct,What is the price of General Motors stock in February 2024?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
8983,9d5be4e558c2e15f6ef464c403624fea82b439d4310b7fb96861819c53047c85,line,single_choice,direct,What is the approximate value of the defense EV/EBITDA on 12/22/2023?,x_grounding_unrecoverable,x_grounding_or_line_fit,[],[],[],[],[],,{},,A,,0,1,1
9007,6396dbb646b4e53512a9fbb158f53ad93af8ef499fbfabcbeee32dd30366def1,line,numerical,difference,What was the approximate difference in the percentage of non-interest income between 1Q20 and 3Q21?,success,,"[""1Q20"", ""3Q21""]","[""1Q20"", null]","[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 46, ""median_residual"": 12.647765742285756, ""side"": ""all"", ""slope"": -2.128784215020405, ""target_y"": 237.07932741895908, ""x_max"": 615.0, ""x_min"": 570.0}, {""inlier_count"": 23, ""median_residual"": 0.23455392103016948, ""side"": ""left"", ""slope"": -0.2840275324379027, ""target_y"": 257.98732218299926, ""x_max"": 592.0, ""x_min"": 570.0}, {""inlier_count"": 20, ""median_residual"": 0.6410719593282295, ""side"": ""right"", ""slope"": -4.683720051373815, ""target_y"": 266.4868284259754, ""x_max"": 615.0, ""x_min"": 593.0}], ""local_columns"": 46, ""local_fit_residual_pixels"": 0.23455392103016948, ""method"": ""auto_x_local_line_fit"", ""point"": [592.5, 262.23707530448735], ""score"": 0.810009172515975, ""search_window"": [570.0, 615.0], ""target_x"": 592.5, ""target_y"": 262.23707530448735, ""window_half_width"": 22.32}, {""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 49, ""median_residual"": 1.9832950470112678, ""side"": ""all"", ""slope"": 0.8092454982877254, ""target_y"": 284.91973224628316, ""x_max"": 763.0, ""x_min"": 715.0}, {""inlier_count"": 25, ""median_residual"": 0.09907737037411835, ""side"": ""left"", ""slope"": 0.48686019720665746, ""target_y"": 280.91027864195144, ""x_max"": 739.0, ""x_min"": 715.0}, {""inlier_count"": 23, ""median_residual"": 0.14865141390825443, ""side"": ""right"", ""slope"": 1.1405394344366884, ""target_y"": 280.9076272903938, ""x_max"": 763.0, ""x_min"": 740.0}], ""local_columns"": 49, ""local_fit_residual_pixels"": 0.09907737037411835, ""method"": ""auto_x_local_line_fit"", ""point"": [739.125, 280.9089529661726], ""score"": 0.9098540530041183, ""search_window"": [715.0, 763.0], ""target_x"": 739.125, ""target_y"": 280.9089529661726, ""window_half_width"": 23.46}]","[{""bbox"": [30.0, 30.0, 78.0, 68.0], ""confidence"": 0.9999954481433951, ""pixel_y"": 49.0, ""text"": ""35"", ""value"": 35.0}, {""bbox"": [29.0, 110.0, 78.0, 148.0], ""confidence"": 0.6115339383362132, ""pixel_y"": 129.0, ""text"": ""30"", ""value"": 30.0}, {""bbox"": [29.0, 192.0, 78.0, 230.0], ""confidence"": 0.9999994942378553, ""pixel_y"": 211.0, ""text"": ""25"", ""value"": 25.0}, {""bbox"": [30.0, 272.0, 78.0, 310.0], ""confidence"": 0.9136382026104265, ""pixel_y"": 291.0, ""text"": ""20"", ""value"": 20.0}, {""bbox"": [32.0, 352.0, 78.0, 390.0], ""confidence"": 0.9999929193367925, ""pixel_y"": 371.0, ""text"": ""15"", ""value"": 15.0}, {""bbox"": [30.0, 433.0, 78.0, 470.0], ""confidence"": 0.9999978926582248, ""pixel_y"": 451.5, ""text"": ""10"", ""value"": 10.0}]","[21.766082147007634, 20.606763143352055]",1.159319003655579,"{""executor"": ""python"", ""formula"": ""difference"", ""numeric_answer"": 1.159319003655579}",1.159319003655579,15,3.0,0,0,0
9143,4323cc87a1125e88c1e0ef245138e48a72e6296f8f959cb41fa2e328eebf3b85,line,single_choice,direct,What was the approximate share of the global chip market as a percentage of global GDP in 1985?,success,,"[""1985""]",[null],"[{""both_sides"": 1, ""chart_type"": ""line"", ""fit_mode"": ""two_sided_piecewise_robust"", ""fitted_segments"": [{""inlier_count"": 71, ""median_residual"": 3.410605131648481e-13, ""side"": ""all"", ""slope"": 5.878971546655823e-16, ""target_y"": 839.5000000000003, ""x_max"": 351.0, ""x_min"": 281.0}, {""inlier_count"": 36, ""median_residual"": 1.1368683772161603e-13, ""side"": ""left"", ""slope"": 3.749611627933635e-15, ""target_y"": 839.5000000000002, ""x_max"": 316.0, ""x_min"": 281.0}, {""inlier_count"": 35, ""median_residual"": 5.684341886080801e-13, ""side"": ""right"", ""slope"": 2.322615323797553e-14, ""target_y"": 839.5000000000001, ""x_max"": 351.0, ""x_min"": 317.0}], ""local_columns"": 71, ""local_fit_residual_pixels"": 1.1368683772161603e-13, ""method"": ""auto_x_local_line_fit"", ""point"": [316.25, 839.5000000000002], ""score"": 0.9999999999998863, ""search_window"": [281.0, 351.0], ""target_x"": 316.25, ""target_y"": 839.5000000000002, ""window_half_width"": 34.44}]","[{""bbox"": [22.0, 90.0, 82.0, 118.0], ""confidence"": 0.9638060331344604, ""pixel_y"": 104.0, ""text"": ""0.7%"", ""value"": 0.7}, {""bbox"": [22.0, 194.0, 82.0, 222.0], ""confidence"": 0.9619347453117371, ""pixel_y"": 208.0, ""text"": ""0.6%"", ""value"": 0.6}, {""bbox"": [22.0, 300.0, 82.0, 328.0], ""confidence"": 0.9706670641899109, ""pixel_y"": 314.0, ""text"": ""0.5%"", ""value"": 0.5}, {""bbox"": [22.0, 406.0, 82.0, 432.0], ""confidence"": 0.9937401413917542, ""pixel_y"": 419.0, ""text"": ""0.4%"", ""value"": 0.4}, {""bbox"": [22.0, 510.0, 82.0, 538.0], ""confidence"": 0.9217938780784607, ""pixel_y"": 524.0, ""text"": ""0.3%"", ""value"": 0.3}, {""bbox"": [22.0, 615.0, 82.0, 643.0], ""confidence"": 0.9471076726913452, ""pixel_y"": 629.0, ""text"": ""0.2%"", ""value"": 0.2}, {""bbox"": [22.0, 721.0, 82.0, 747.0], ""confidence"": 0.9893445372581482, ""pixel_y"": 734.0, ""text"": ""0.1%"", ""value"": 0.1}, {""bbox"": [22.0, 826.0, 82.0, 853.0], ""confidence"": 0.9369518756866455, ""pixel_y"": 839.5, ""text"": ""0.0%"", ""value"": 0.0}]",[-0.00019762634193443152],-0.00019762634193443152,"{""executor"": ""python"", ""formula"": ""direct"", ""numeric_answer"": -0.00019762634193443152, ""option_values"": [[""A"", 0.1, ""0.1%""], [""B"", 0.2, ""0.2%""], [""C"", 0.3, ""0.3%""], [""D"", 0.4, ""0.4%""]], ""selected_option"": ""A""}",A,B,,0,1,0
